order_id,order_volume,warehouse_processing_time,shipment_distance,traffic_conditions,weather_indicator,delivery_partner_rating,historical_delivery_performance,day_of_week,is_peak_season,priority,delivery_status
ORD004048,44,4.73,1734.99,Medium,4.24,3.06,0.15,Sun,0,Standard,Delayed
ORD004049,41,2.08,327.43,Medium,7.58,3.25,0.88,Tue,1,Prime,On-Time
ORD004050,7,7.62,1264.79,Low,9.98,3.5,0.17,Thu,0,Standard,At Risk
ORD004051,41,3.02,1846.89,Low,5.95,3.09,0.44,Wed,0,Standard,Delayed
ORD004052,13,2.94,1350.42,Medium,9.41,4.44,0.09,Sat,0,Standard,At Risk
ORD004053,18,7.43,395.38,High,9.99,3.93,0.45,Mon,0,Express,At Risk
ORD004054,37,3.63,308.81,High,4.35,3.45,0.0,Sun,0,Prime,At Risk
ORD004055,13,7.72,508.35,Medium,6.69,2.54,0.44,Sat,0,Standard,Delayed
ORD004056,36,0.68,785.86,High,2.13,3.31,0.69,Wed,0,Standard,Delayed
ORD004057,31,2.8,322.52,Medium,4.76,4.59,0.18,Sat,0,Prime,On-Time
ORD004058,2,5.5,1596.64,Medium,0.78,4.36,0.55,Sat,0,Standard,Delayed
ORD004059,16,7.18,717.29,Medium,0.29,2.67,0.47,Sun,0,Standard,Delayed
ORD004060,9,2.42,1872.49,Medium,8.93,4.5,0.33,Mon,0,Express,At Risk
ORD004061,9,7.48,1685.77,Medium,8.58,2.95,0.67,Fri,0,Express,Delayed
ORD004062,38,4.96,1818.09,Low,3.12,4.97,1.0,Sun,1,Standard,At Risk
ORD004063,11,6.51,592.51,High,4.57,4.67,0.94,Sat,0,Express,Delayed
ORD004064,22,3.48,1149.59,Low,4.94,4.78,0.97,Fri,0,Express,Delayed
ORD004065,33,2.09,646.29,Low,5.21,4.42,0.02,Sat,0,Standard,At Risk
ORD004066,36,7.33,517.61,Medium,1.35,4.28,0.26,Sun,1,Prime,Delayed
ORD004067,45,7.5,1216.14,High,7.75,3.11,0.92,Sat,0,Prime,Delayed
ORD004068,23,4.23,1636.9,Medium,3.48,3.97,0.05,Fri,1,Standard,Delayed
ORD004069,45,0.55,191.73,Medium,0.32,4.24,0.36,Fri,1,Standard,At Risk
ORD004070,45,1.32,555.16,Medium,6.77,3.22,0.65,Sun,1,Standard,Delayed
ORD004071,34,4.8,414.24,High,8.3,3.5,0.98,Sun,0,Standard,On-Time
ORD004072,9,0.68,1597.71,Medium,9.18,4.87,0.28,Sun,0,Express,At Risk
ORD004073,24,3.48,1867.08,Medium,6.74,3.52,0.76,Sat,0,Standard,At Risk
ORD004074,8,2.78,164.49,Medium,1.91,3.29,0.66,Fri,0,Standard,At Risk
ORD004075,7,5.86,761.53,Medium,5.9,2.77,0.61,Wed,0,Standard,Delayed
ORD004076,36,0.92,1829.45,High,9.12,3.35,0.74,Mon,1,Express,Delayed
ORD004077,18,4.17,692.55,Medium,3.51,4.03,0.25,Fri,0,Standard,At Risk
ORD004078,3,4.84,1426.76,Medium,9.53,2.87,0.34,Fri,1,Express,Delayed
ORD004079,28,5.13,205.83,Medium,0.98,4.01,0.56,Mon,0,Standard,At Risk
ORD004080,6,3.54,891.55,High,7.28,4.35,0.44,Sun,0,Standard,At Risk
ORD004081,44,2.78,1009.09,Low,1.2,4.42,0.72,Wed,1,Prime,At Risk
ORD004082,44,5.62,1516.54,Low,7.99,4.96,0.8,Sat,0,Express,At Risk
ORD004083,21,6.86,581.21,Low,0.98,3.59,0.53,Sun,0,Standard,Delayed
ORD004084,28,5.7,532.06,Medium,3.26,2.58,0.39,Fri,1,Express,Delayed
ORD004085,40,7.49,609.42,Medium,7.77,4.64,0.91,Sat,0,Standard,At Risk
ORD004086,1,5.88,1113.61,Medium,4.6,2.71,0.75,Sat,0,Standard,Delayed
ORD004087,36,6.23,1752.63,Medium,8.83,4.65,0.67,Sun,0,Prime,Delayed
ORD004088,21,1.76,1662.73,Medium,4.02,4.96,0.06,Wed,0,Prime,On-Time
ORD004089,43,3.65,120.6,Low,9.95,4.77,0.53,Fri,0,Standard,On-Time
ORD004090,35,4.14,1758.52,Low,0.19,4.91,0.12,Wed,1,Prime,At Risk
ORD004091,13,2.42,194.74,Medium,6.96,2.56,0.66,Sat,0,Standard,At Risk
ORD004092,49,4.46,833.62,High,9.16,2.53,0.3,Thu,0,Standard,At Risk
ORD004093,10,2.68,1531.98,Medium,5.36,3.03,0.74,Fri,0,Express,Delayed
ORD004094,44,5.66,167.61,Low,9.89,4.5,0.78,Fri,0,Standard,On-Time
ORD004095,47,4.03,85.6,Low,7.08,2.72,0.3,Sat,0,Standard,At Risk
ORD004096,10,3.94,663.34,High,4.3,4.37,0.98,Sat,0,Express,At Risk
ORD004097,46,7.88,1461.2,Low,5.15,2.53,0.52,Sat,1,Prime,Delayed
ORD004098,13,3.44,1045.9,Medium,8.77,4.33,0.22,Tue,0,Express,At Risk
ORD004099,37,3.22,836.92,Low,9.58,3.13,0.78,Sun,0,Standard,At Risk
ORD004100,38,2.89,1627.08,Medium,5.56,3.6,0.76,Tue,0,Standard,At Risk
ORD004101,24,7.21,1534.58,Medium,3.07,4.94,0.41,Sun,0,Standard,Delayed
ORD004102,2,4.23,1573.16,Low,2.39,3.88,0.66,Sat,0,Standard,Delayed
ORD004103,22,5.0,922.16,Medium,4.77,2.69,0.02,Sat,0,Standard,Delayed
ORD004104,17,1.86,43.8,Medium,2.96,4.68,0.29,Sat,1,Standard,At Risk
ORD004105,36,4.56,348.41,Low,4.21,3.31,0.88,Wed,1,Standard,At Risk
ORD004106,14,2.56,1483.89,Medium,8.34,3.96,0.23,Tue,0,Express,At Risk
ORD004107,10,5.98,1507.58,High,4.72,4.28,0.91,Wed,0,Standard,Delayed
ORD004108,35,6.74,1944.74,Low,6.41,4.44,0.58,Fri,0,Express,At Risk
ORD004109,25,5.86,384.42,Low,0.9,3.58,0.9,Fri,1,Standard,At Risk
ORD004110,3,5.98,250.24,Low,7.62,4.43,0.13,Sat,0,Standard,At Risk
ORD004111,47,4.34,281.89,Medium,4.83,2.79,0.46,Thu,0,Standard,At Risk
ORD004112,38,5.84,373.65,High,3.61,3.81,0.3,Thu,0,Standard,At Risk
ORD004113,17,3.67,1059.29,Low,6.11,2.55,0.89,Tue,0,Express,At Risk
ORD004114,12,5.39,1950.55,Medium,1.02,3.52,0.34,Sat,1,Standard,Delayed
ORD004115,24,2.44,1180.92,Low,4.14,3.41,0.59,Sat,0,Express,Delayed
ORD004116,29,1.02,1047.76,Medium,8.11,4.95,0.83,Fri,0,Express,At Risk
ORD004117,43,3.6,1348.35,Low,2.62,3.49,0.23,Wed,0,Prime,Delayed
ORD004118,25,3.96,152.49,High,9.14,4.77,0.05,Tue,1,Express,At Risk
ORD004119,36,2.42,1631.63,Medium,6.04,3.59,0.49,Thu,0,Express,At Risk
ORD004120,26,5.96,1295.52,Medium,5.41,3.83,0.68,Mon,0,Express,Delayed
ORD004121,38,1.05,346.53,High,4.0,3.38,0.72,Wed,1,Prime,At Risk
ORD004122,1,2.17,1263.28,Low,7.42,4.1,0.42,Sat,1,Prime,At Risk
ORD004123,20,6.11,1194.43,Low,5.64,4.35,0.08,Mon,1,Express,Delayed
ORD004124,28,3.78,134.38,High,7.97,4.48,0.4,Tue,0,Standard,At Risk
ORD004125,16,5.79,537.53,Medium,3.32,4.23,0.12,Tue,1,Standard,Delayed
ORD004126,47,4.76,784.93,High,7.02,3.32,0.07,Mon,0,Express,At Risk
ORD004127,17,7.63,493.55,Medium,9.43,3.33,0.3,Tue,0,Prime,At Risk
ORD004128,40,4.98,490.11,High,2.8,3.37,0.78,Tue,0,Prime,At Risk
ORD004129,28,0.61,1148.03,Medium,9.81,2.59,0.77,Fri,0,Standard,At Risk
ORD004130,12,3.15,944.36,Low,4.11,4.86,0.61,Sat,0,Express,At Risk
ORD004131,27,1.57,1336.25,High,0.39,2.99,0.83,Wed,0,Express,Delayed
ORD004132,42,7.43,1913.03,Low,3.58,2.9,0.5,Thu,0,Standard,Delayed
ORD004133,47,1.28,1322.81,Medium,1.5,3.88,0.24,Sat,0,Standard,Delayed
ORD004134,30,3.41,1166.28,Medium,3.04,2.62,0.57,Fri,0,Standard,Delayed
ORD004135,41,2.2,1695.88,Medium,0.96,4.59,0.92,Tue,1,Express,Delayed
ORD004136,34,6.85,1265.99,Medium,1.78,4.69,0.04,Thu,0,Standard,Delayed
ORD004137,37,2.81,335.29,High,1.27,3.49,0.96,Tue,0,Standard,At Risk
ORD004138,6,7.94,632.92,High,0.43,4.93,0.74,Sat,0,Standard,Delayed
ORD004139,7,0.79,1468.05,High,2.96,3.31,0.69,Wed,1,Standard,Delayed
ORD004140,32,1.46,1478.07,Medium,9.41,3.15,0.61,Tue,1,Express,Delayed
ORD004141,32,2.18,1974.08,High,9.49,4.97,0.26,Mon,1,Standard,Delayed
ORD004142,25,6.58,1255.81,Medium,8.47,3.13,0.89,Mon,0,Standard,Delayed
ORD004143,33,7.09,1799.59,High,0.12,3.61,0.97,Mon,0,Standard,Delayed
ORD004144,7,1.04,113.89,High,0.28,4.03,0.92,Mon,1,Express,At Risk
ORD004145,12,0.74,1134.61,Low,0.1,3.31,0.11,Thu,1,Express,Delayed
ORD004146,16,6.08,1840.1,Medium,3.67,3.46,0.74,Sat,0,Standard,Delayed
ORD004147,16,1.5,578.05,High,9.8,4.3,0.56,Sun,0,Standard,At Risk
ORD004148,43,1.5,313.98,Low,8.97,4.31,0.79,Mon,1,Prime,On-Time
ORD004149,36,0.67,704.27,Medium,2.51,4.51,0.35,Tue,1,Prime,At Risk
ORD004150,13,0.87,1585.51,High,4.1,3.98,0.96,Sun,1,Prime,Delayed
ORD004151,7,2.48,173.98,Low,8.24,3.08,0.31,Sun,1,Standard,At Risk
ORD004152,36,0.99,1202.68,High,7.59,3.33,0.74,Fri,0,Standard,Delayed
ORD004153,47,3.27,275.59,High,1.33,4.75,0.5,Tue,0,Prime,At Risk
ORD004154,9,6.75,873.89,Medium,1.08,4.33,0.62,Tue,1,Prime,Delayed
ORD004155,32,2.95,1932.12,Medium,5.44,2.72,0.12,Tue,0,Standard,Delayed
ORD004156,11,5.96,394.31,Low,1.02,4.38,0.61,Tue,0,Express,At Risk
ORD004157,8,1.2,72.86,Medium,8.25,3.33,0.56,Fri,0,Standard,At Risk
ORD004158,33,5.45,857.27,Medium,2.53,2.56,0.72,Sun,0,Standard,Delayed
ORD004159,23,2.88,1157.5,High,1.88,3.71,0.29,Sun,0,Express,Delayed
ORD004160,25,6.12,598.55,Low,1.86,4.71,0.83,Mon,0,Express,At Risk
ORD004161,8,1.52,1085.83,Medium,0.45,3.61,0.95,Wed,0,Express,At Risk
ORD004162,45,7.23,1907.04,Medium,6.42,4.97,0.88,Sun,1,Prime,Delayed
ORD004163,22,2.32,626.98,Low,1.64,2.95,0.39,Thu,1,Standard,Delayed
ORD004164,4,3.15,622.31,High,2.33,3.38,0.76,Fri,0,Express,Delayed
ORD004165,40,7.63,968.12,High,7.51,2.54,0.37,Fri,0,Express,Delayed
ORD004166,3,4.84,1033.06,Medium,0.57,2.63,0.86,Sun,0,Standard,Delayed
ORD004167,29,3.24,7.73,Medium,2.03,3.39,0.38,Fri,1,Express,At Risk
ORD004168,41,7.62,1233.67,Medium,1.49,3.82,0.19,Thu,0,Prime,Delayed
ORD004169,29,2.97,1994.73,Medium,0.05,3.09,0.49,Tue,0,Express,Delayed
ORD004170,34,1.21,587.56,Low,5.39,2.92,0.14,Sat,0,Prime,At Risk
ORD004171,34,7.98,1263.47,Medium,1.9,3.55,0.59,Thu,0,Standard,Delayed
ORD004172,28,2.51,14.22,Medium,6.33,2.93,0.58,Sun,1,Standard,At Risk
ORD004173,13,6.88,1210.63,Medium,5.02,4.08,0.49,Fri,1,Standard,Delayed
ORD004174,15,1.74,896.9,Low,6.68,4.89,0.6,Tue,0,Express,On-Time
ORD004175,23,5.99,1062.93,Low,9.82,4.52,0.98,Fri,0,Express,At Risk
ORD004176,44,4.43,1090.09,Medium,2.2,3.04,0.38,Sun,0,Express,Delayed
ORD004177,26,7.86,358.02,Low,6.66,4.88,0.42,Wed,0,Prime,On-Time
ORD004178,4,4.65,1541.09,Medium,8.34,4.38,0.27,Mon,0,Prime,At Risk
ORD004179,26,0.69,1113.16,Low,9.57,2.89,0.18,Mon,0,Standard,At Risk
ORD004180,40,5.03,544.04,Medium,6.22,3.95,0.29,Fri,0,Express,At Risk
ORD004181,9,1.59,1875.08,High,1.31,4.92,0.21,Tue,0,Express,Delayed
ORD004182,5,6.49,30.48,High,0.54,2.74,0.43,Wed,1,Prime,Delayed
ORD004183,32,6.92,1453.24,Low,2.79,3.18,0.23,Wed,0,Standard,Delayed
ORD004184,20,4.12,765.56,Medium,9.28,3.44,0.52,Sat,0,Prime,At Risk
ORD004185,11,6.37,1047.48,High,5.37,2.79,0.29,Tue,1,Standard,Delayed
ORD004186,15,1.59,586.56,High,5.79,3.25,0.42,Tue,0,Express,Delayed
ORD004187,32,4.19,645.9,Low,6.11,4.23,0.13,Wed,0,Standard,On-Time
ORD004188,28,3.45,35.26,High,3.32,3.69,0.16,Mon,0,Standard,At Risk
ORD004189,22,5.08,1461.04,Low,1.82,3.55,0.61,Mon,0,Express,Delayed
ORD004190,41,0.83,1423.04,Medium,9.54,3.58,0.57,Wed,0,Prime,At Risk
ORD004191,17,6.14,1310.44,Low,7.55,4.4,0.17,Thu,1,Prime,At Risk
ORD004192,26,1.09,1756.51,High,5.11,4.98,0.29,Wed,0,Standard,Delayed
ORD004193,44,5.42,1803.03,Medium,3.77,3.97,0.22,Fri,0,Express,Delayed
ORD004194,7,0.64,1115.11,Low,4.83,4.38,0.8,Sat,0,Express,At Risk
ORD004195,42,6.74,1371.22,Medium,0.34,3.43,0.36,Thu,0,Standard,Delayed
ORD004196,26,1.81,26.94,Low,2.47,4.65,0.41,Tue,0,Standard,On-Time
ORD004197,25,4.37,1693.45,Low,2.51,3.55,0.66,Wed,1,Standard,Delayed
ORD004198,10,2.46,1633.74,Medium,4.45,4.84,0.33,Sun,0,Standard,Delayed
ORD004199,45,5.92,45.4,Medium,2.36,4.36,0.38,Wed,0,Express,At Risk
ORD004200,19,2.91,1087.94,Low,1.85,4.27,0.8,Thu,1,Prime,At Risk
ORD004201,11,5.93,1813.78,Medium,7.66,3.23,0.79,Wed,0,Express,Delayed
ORD004202,13,2.64,366.87,Medium,8.94,4.49,0.6,Fri,0,Standard,On-Time
ORD004203,8,6.14,708.53,Medium,0.67,2.76,0.56,Mon,0,Standard,Delayed
ORD004204,40,0.73,665.45,Low,2.1,3.85,0.18,Wed,0,Prime,On-Time
ORD004205,4,2.62,715.1,Low,7.74,4.34,0.47,Mon,0,Express,On-Time
ORD004206,47,4.24,88.56,Medium,8.16,4.71,0.27,Tue,0,Express,On-Time
ORD004207,31,0.84,561.64,Medium,5.0,3.92,0.73,Tue,0,Standard,On-Time
ORD004208,28,1.9,593.24,Medium,6.95,3.15,0.63,Wed,0,Express,On-Time
ORD004209,11,7.51,1732.41,High,0.78,4.62,0.38,Tue,1,Prime,Delayed
ORD004210,43,7.83,707.47,Low,8.5,4.42,0.54,Wed,0,Prime,On-Time
ORD004211,1,6.05,897.2,Medium,8.33,2.88,0.42,Mon,0,Standard,Delayed
ORD004212,49,2.39,764.57,Low,6.93,4.68,0.15,Thu,0,Prime,On-Time
ORD004213,47,2.45,245.74,Low,9.16,4.9,0.78,Wed,0,Standard,On-Time
ORD004214,38,5.34,1980.76,Medium,0.48,3.84,0.9,Sat,0,Express,Delayed
ORD004215,24,1.38,1652.52,Medium,2.31,2.6,0.93,Sun,1,Express,Delayed
ORD004216,47,7.61,1084.14,High,3.63,4.79,0.79,Thu,0,Standard,Delayed
ORD004217,31,2.19,955.35,Medium,1.59,2.81,0.82,Mon,0,Standard,At Risk
ORD004218,41,8.0,1300.26,Low,8.15,4.08,0.06,Mon,0,Prime,At Risk
ORD004219,46,4.22,656.23,Medium,7.57,3.5,0.78,Sun,0,Standard,On-Time
ORD004220,26,6.29,105.31,High,7.73,4.98,0.3,Thu,0,Standard,At Risk
ORD004221,49,0.52,811.61,Medium,2.91,4.79,0.14,Sat,0,Prime,At Risk
ORD004222,5,7.17,1968.04,High,7.63,4.46,0.52,Wed,1,Prime,Delayed
ORD004223,20,2.53,368.78,Low,1.23,3.0,0.57,Thu,0,Prime,At Risk
ORD004224,41,5.51,1057.77,High,1.07,4.25,0.48,Wed,0,Standard,Delayed
ORD004225,11,6.55,22.0,Medium,5.84,3.93,0.65,Sat,0,Standard,At Risk
ORD004226,33,1.73,248.45,Medium,0.49,2.84,0.71,Wed,0,Prime,At Risk
ORD004227,38,3.82,1176.45,Medium,9.39,4.49,0.14,Thu,0,Prime,At Risk
ORD004228,27,4.2,598.34,Medium,3.29,2.72,0.62,Mon,0,Standard,At Risk
ORD004229,34,2.84,1811.84,High,4.77,3.7,0.05,Fri,0,Standard,Delayed
ORD004230,15,4.11,815.31,Low,8.13,3.57,0.45,Tue,0,Standard,On-Time
ORD004231,32,2.88,420.03,Low,4.0,4.52,0.1,Fri,1,Express,On-Time
ORD004232,21,3.21,1093.46,High,4.31,3.57,0.45,Mon,0,Standard,Delayed
ORD004233,46,5.52,1590.97,Low,3.48,4.24,0.18,Tue,0,Standard,Delayed
ORD004234,5,5.24,43.74,Medium,3.52,3.7,0.73,Sun,1,Standard,At Risk
ORD004235,6,2.24,1013.51,Medium,4.68,3.96,0.9,Sun,0,Standard,At Risk
ORD004236,38,7.23,1547.99,Medium,9.46,3.1,0.17,Sat,0,Express,On-Time
ORD004237,22,6.97,211.66,High,9.36,3.01,0.74,Sat,0,Express,Delayed
ORD004238,18,4.32,1806.08,Medium,5.45,4.27,0.15,Thu,0,Express,At Risk
ORD004239,14,3.75,532.71,High,4.56,2.81,0.43,Sun,0,Express,Delayed
ORD004240,10,3.33,345.35,High,8.08,2.94,0.63,Fri,1,Standard,At Risk
ORD004241,46,5.8,1180.57,Medium,6.81,4.85,0.54,Wed,0,Express,Delayed
ORD004242,13,5.54,354.19,Medium,8.82,3.13,0.06,Mon,1,Standard,Delayed
ORD004243,31,1.97,1361.0,Medium,7.31,3.31,0.36,Mon,0,Standard,Delayed
ORD004244,30,5.54,982.75,Low,9.52,4.08,0.47,Sat,1,Standard,At Risk
ORD004245,3,2.39,224.36,Low,8.86,3.6,0.39,Mon,0,Express,Delayed
ORD004246,30,0.64,1825.42,Medium,8.55,3.9,0.67,Sat,0,Standard,At Risk
ORD004247,6,5.74,1348.04,High,3.92,2.86,0.89,Fri,0,Prime,Delayed
ORD004248,29,5.34,1094.26,Medium,3.86,4.18,0.67,Wed,0,Express,Delayed
ORD004249,8,3.58,751.81,Low,7.41,2.89,0.59,Fri,0,Express,At Risk
ORD004250,44,4.44,274.05,Medium,0.84,4.37,0.15,Wed,0,Standard,At Risk
ORD004251,45,7.6,1416.5,Medium,3.22,3.81,0.35,Tue,0,Express,Delayed
ORD004252,43,4.96,1628.24,Medium,9.32,4.54,0.55,Thu,0,Prime,At Risk
ORD004253,44,5.43,256.01,Medium,4.5,2.93,0.93,Sat,0,Standard,Delayed
ORD004254,33,0.98,991.66,Low,2.7,3.44,0.3,Mon,0,Standard,At Risk
ORD004255,17,1.74,972.27,Medium,4.76,4.62,0.34,Wed,0,Prime,On-Time
ORD004256,48,2.76,703.07,High,2.89,4.5,0.59,Fri,0,Prime,At Risk
ORD004257,11,4.55,1579.74,Medium,7.68,4.91,0.9,Sat,0,Express,At Risk
ORD004258,13,6.32,203.56,Low,8.51,3.05,0.54,Sun,0,Express,At Risk
ORD004259,11,2.91,414.01,Medium,7.83,3.85,0.17,Sat,0,Standard,On-Time
ORD004260,31,3.17,8.2,Low,1.49,2.54,0.08,Sat,1,Express,Delayed
ORD004261,28,2.42,749.11,High,3.36,4.91,0.89,Fri,1,Express,At Risk
ORD004262,44,2.41,585.9,Low,2.14,2.94,0.67,Mon,1,Standard,Delayed
ORD004263,6,7.62,1734.65,High,0.43,4.76,0.22,Mon,0,Express,Delayed
ORD004264,41,5.27,1492.89,High,7.39,4.2,0.72,Mon,1,Express,Delayed
ORD004265,16,1.67,173.52,Medium,4.28,4.84,0.72,Tue,0,Express,On-Time
ORD004266,4,5.92,1483.21,Medium,2.77,3.12,0.77,Thu,0,Express,Delayed
ORD004267,35,5.92,1352.42,High,3.08,3.36,0.89,Sat,0,Express,Delayed
ORD004268,48,5.5,567.04,Low,1.35,2.91,0.15,Wed,0,Standard,Delayed
ORD004269,26,1.51,35.84,Low,8.27,3.56,0.96,Mon,0,Standard,On-Time
ORD004270,12,3.56,234.75,Low,1.44,4.87,1.0,Wed,0,Prime,On-Time
ORD004271,11,1.3,503.63,Medium,3.38,3.93,0.01,Fri,0,Standard,At Risk
ORD004272,37,6.62,1634.16,Medium,0.07,3.54,0.09,Thu,1,Standard,Delayed
ORD004273,25,5.41,933.3,High,4.36,3.31,0.43,Thu,1,Standard,Delayed
ORD004274,18,4.3,1837.2,Low,3.55,3.96,0.03,Wed,0,Standard,At Risk
ORD004275,19,3.07,1579.35,High,7.19,4.31,0.73,Sun,0,Prime,At Risk
ORD004276,23,1.88,577.78,Low,7.15,3.52,0.65,Fri,0,Standard,On-Time
ORD004277,38,1.3,1691.5,Medium,0.39,3.08,0.78,Fri,0,Prime,Delayed
ORD004278,18,7.77,237.87,Low,1.16,3.96,1.0,Tue,0,Standard,At Risk
ORD004279,26,2.0,77.05,High,9.05,3.41,0.93,Sat,1,Standard,At Risk
ORD004280,6,0.95,1219.03,Low,7.92,4.99,0.3,Mon,0,Standard,At Risk
ORD004281,4,7.71,686.78,Medium,3.89,3.6,0.4,Fri,0,Prime,At Risk
ORD004282,44,4.62,662.2,Low,1.66,3.59,0.78,Mon,0,Standard,On-Time
ORD004283,29,6.47,1375.98,High,2.61,4.6,0.39,Mon,0,Express,Delayed
ORD004284,34,0.83,1700.96,Medium,6.58,3.13,0.7,Sun,0,Express,Delayed
ORD004285,17,4.75,647.74,Low,9.45,2.66,0.92,Sun,1,Standard,At Risk
ORD004286,43,3.49,653.4,Medium,6.16,4.63,0.41,Sun,1,Prime,At Risk
ORD004287,43,6.29,1070.03,Low,0.26,3.97,0.56,Wed,0,Standard,Delayed
ORD004288,16,0.79,1308.1,Medium,6.51,3.15,0.84,Sat,0,Standard,Delayed
ORD004289,2,3.51,409.8,Low,9.45,3.36,0.48,Mon,0,Standard,On-Time
ORD004290,34,6.49,1825.79,Medium,3.59,3.56,0.29,Wed,1,Express,Delayed
ORD004291,8,4.42,1310.56,Medium,9.34,4.2,0.26,Sun,0,Express,At Risk
ORD004292,13,4.63,1252.2,Low,6.71,3.67,0.07,Thu,0,Express,At Risk
ORD004293,42,1.23,1808.87,Medium,1.9,3.49,0.33,Fri,0,Standard,Delayed
ORD004294,8,1.49,1814.99,Low,1.45,4.45,0.69,Sun,0,Standard,Delayed
ORD004295,30,5.58,275.42,Medium,1.76,2.68,0.06,Wed,1,Standard,Delayed
ORD004296,32,5.56,294.43,Medium,6.99,4.13,0.27,Tue,1,Standard,At Risk
ORD004297,36,7.84,1525.09,High,5.9,3.62,0.11,Wed,0,Express,Delayed
ORD004298,47,5.84,1913.98,Low,4.56,3.34,0.4,Mon,1,Prime,Delayed
ORD004299,30,4.2,1334.69,Medium,2.63,4.82,0.09,Sun,0,Standard,Delayed
ORD004300,1,6.93,825.58,Medium,9.07,4.44,0.75,Tue,0,Prime,On-Time
ORD004301,43,1.28,1368.53,Medium,2.14,3.05,0.93,Sat,0,Express,Delayed
ORD004302,39,3.87,461.48,Medium,2.84,4.13,0.19,Mon,1,Standard,At Risk
ORD004303,17,2.65,1995.94,Low,0.55,4.56,0.25,Tue,1,Standard,Delayed
ORD004304,20,1.28,865.02,Medium,2.75,4.97,0.16,Wed,1,Prime,At Risk
ORD004305,24,6.23,1863.71,Medium,9.23,4.25,0.19,Mon,0,Standard,Delayed
ORD004306,22,4.33,864.44,Medium,1.88,4.23,0.31,Wed,0,Standard,At Risk
ORD004307,29,4.68,1856.64,Low,2.04,4.03,0.28,Fri,0,Standard,At Risk
ORD004308,22,3.58,674.69,Low,6.0,2.6,0.39,Sat,0,Standard,At Risk
ORD004309,44,3.95,1522.28,Medium,5.67,3.96,0.52,Tue,0,Prime,At Risk
ORD004310,9,1.37,1902.25,Medium,1.76,4.51,0.73,Sun,0,Standard,Delayed
ORD004311,37,5.55,1293.73,Low,1.54,3.49,0.88,Thu,0,Prime,Delayed
ORD004312,10,3.74,1356.74,Medium,1.17,3.97,0.46,Sat,1,Standard,Delayed
ORD004313,36,6.63,210.26,Medium,8.61,4.82,0.91,Thu,0,Express,On-Time
ORD004314,37,1.97,951.07,Low,6.54,2.93,0.68,Wed,0,Standard,At Risk
ORD004315,28,2.04,1774.08,Medium,9.53,3.2,0.73,Tue,0,Express,At Risk
ORD004316,28,5.34,485.62,High,1.66,2.78,0.52,Tue,0,Express,Delayed
ORD004317,42,6.85,1577.78,Low,4.61,3.75,0.52,Wed,0,Express,Delayed
ORD004318,43,4.04,1353.04,Low,7.43,4.6,0.53,Thu,0,Standard,At Risk
ORD004319,21,5.95,449.86,Medium,2.14,3.59,0.49,Sat,0,Express,Delayed
ORD004320,24,7.99,569.17,Low,6.85,2.67,0.46,Fri,1,Express,Delayed
ORD004321,42,7.93,857.98,Medium,4.74,3.16,0.77,Sat,1,Prime,Delayed
ORD004322,40,6.08,254.63,Medium,4.31,4.72,0.39,Thu,1,Standard,At Risk
ORD004323,2,6.05,1827.18,Low,6.45,3.89,0.21,Mon,1,Express,Delayed
ORD004324,8,2.36,1480.02,Low,4.68,4.79,0.14,Thu,0,Standard,At Risk
ORD004325,48,6.75,733.1,Low,8.2,4.59,0.88,Mon,0,Express,On-Time
ORD004326,27,3.54,602.83,Low,9.31,3.54,0.86,Mon,0,Express,On-Time
ORD004327,22,7.71,1380.71,Medium,5.89,4.08,0.24,Fri,0,Standard,Delayed
ORD004328,37,1.11,851.32,Low,3.01,4.16,0.12,Fri,0,Standard,On-Time
ORD004329,27,3.77,462.53,Medium,7.77,4.37,0.96,Sat,0,Express,On-Time
ORD004330,29,4.67,863.15,Low,1.7,3.33,0.48,Thu,0,Prime,At Risk
ORD004331,3,3.54,1743.24,High,0.95,3.22,0.09,Sat,0,Standard,Delayed
ORD004332,44,2.08,141.87,Low,5.19,4.21,0.22,Sun,0,Express,On-Time
ORD004333,13,4.95,739.87,Low,6.47,4.55,0.7,Sun,0,Prime,On-Time
ORD004334,45,6.17,1924.87,Low,8.35,3.54,0.08,Wed,1,Express,Delayed
ORD004335,10,5.34,34.59,Medium,9.55,3.3,0.43,Thu,0,Express,At Risk
ORD004336,36,2.26,1781.83,Medium,8.73,4.56,0.43,Sun,0,Express,At Risk
ORD004337,9,5.99,752.79,Low,9.89,4.22,0.69,Fri,0,Standard,At Risk
ORD004338,27,2.43,383.09,Low,4.76,3.36,0.2,Sat,0,Prime,At Risk
ORD004339,34,1.81,34.88,High,3.17,3.82,0.98,Mon,0,Standard,On-Time
ORD004340,1,5.68,145.69,High,4.6,4.9,0.16,Sun,1,Standard,Delayed
ORD004341,32,6.82,347.83,Medium,6.44,4.37,0.6,Mon,0,Prime,On-Time
ORD004342,25,4.11,55.69,Medium,5.07,3.05,0.33,Wed,0,Prime,At Risk
ORD004343,29,4.49,675.02,Medium,6.34,3.24,0.13,Thu,1,Prime,At Risk
ORD004344,7,2.77,94.56,Low,8.87,3.16,0.54,Wed,0,Express,On-Time
ORD004345,49,4.21,1385.97,Medium,1.66,4.62,0.17,Wed,0,Standard,Delayed
ORD004346,3,1.49,1638.72,Medium,1.2,4.1,0.68,Thu,1,Prime,Delayed
